#Iteration #error_Jacobi #error_Gauss #error_ICF #error_ICNE #error_Multigrid #error_CG
25 2.573e-05 2.806e-17 0.000e+00 0.000e+00 0.000e+00 7.290e-05
26 1.383e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.573e-05
27 6.428e-06 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.383e-05
28 2.991e-06 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.428e-06
29 1.583e-06 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.991e-06
30 7.515e-07 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.583e-06
31 3.138e-07 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.515e-07
32 1.451e-07 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.138e-07
33 5.416e-08 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.451e-07
34 2.335e-08 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.416e-08
35 7.210e-09 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.335e-08
36 2.609e-09 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.210e-09
37 6.592e-10 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.609e-09
38 1.826e-10 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.592e-10
39 3.822e-11 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.826e-10
40 8.710e-12 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.822e-11
41 2.198e-12 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.710e-12
42 8.293e-13 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.198e-12
43 3.610e-13 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.293e-13
44 1.174e-13 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.610e-13
45 3.003e-14 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.174e-13
46 7.386e-15 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.003e-14
47 1.705e-15 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.386e-15
48 2.932e-16 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.705e-15
49 5.015e-17 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.932e-16
50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.015e-17
51 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
52 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
53 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
54 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
55 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
56 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
57 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
58 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
59 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
60 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
61 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
62 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
63 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
64 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
65 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
66 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
67 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
68 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
69 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
70 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
71 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
72 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
73 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
74 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
75 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
76 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
77 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
78 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
79 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
80 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
81 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
82 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
83 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
84 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
85 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
86 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
87 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
88 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
89 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
90 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
91 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
92 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
93 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
94 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
95 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
96 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
97 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
98 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
99 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
100 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
101 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
102 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
103 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
104 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
105 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
106 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
107 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
108 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
109 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
110 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
111 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
112 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
113 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
114 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
115 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
116 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
117 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
118 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
119 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
120 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
121 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
122 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
123 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
124 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
125 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
126 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
127 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
128 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
129 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
130 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
131 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
132 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
133 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
134 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
135 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
136 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
137 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
138 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
139 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
140 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
141 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
142 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
143 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
144 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
145 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
146 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
147 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
148 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
149 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
150 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
151 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
152 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
153 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
154 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
155 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
156 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
157 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
158 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
159 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
160 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
161 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
162 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
163 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
164 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
165 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
166 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
167 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
168 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
169 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
170 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
171 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
172 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
173 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
174 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
175 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
176 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
177 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
178 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
179 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
180 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
181 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
182 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
183 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
184 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
185 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
186 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
187 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
188 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
189 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
190 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
191 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
192 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
193 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
194 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
195 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
196 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
197 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
198 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
199 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
200 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
201 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
202 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
203 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
204 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
205 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
206 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
207 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
208 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
209 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
210 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
211 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
212 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
213 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
214 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
215 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
216 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
217 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
218 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
219 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
220 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
221 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
222 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
223 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
224 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
225 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
226 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
227 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
228 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
229 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
230 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
231 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
232 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
233 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
234 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
235 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
236 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
237 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
238 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
239 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
240 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
241 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
242 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
243 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
244 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
245 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
246 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
247 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
248 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
249 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
250 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
251 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
252 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
253 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
254 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
255 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
256 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
257 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
258 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
259 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
260 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
261 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
262 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
263 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
264 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
265 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
266 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
267 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
268 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
269 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
270 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
271 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
272 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
273 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
274 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
275 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
276 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
277 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
278 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
279 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
280 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
281 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
282 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
283 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
284 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
285 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
286 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
287 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
288 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
289 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
290 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
291 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
292 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
293 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
294 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
295 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
296 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
297 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
298 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
299 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
300 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
301 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
302 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
303 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
304 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
305 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
306 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
307 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
308 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
309 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
310 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
311 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
312 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
313 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
314 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
315 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
